timestamp,46400_CE,46400_PE,46500_CE,46500_PE,46600_CE,46600_PE,46700_CE,46700_PE,46800_CE,46800_PE,46900_CE,46900_PE,47000_CE,47000_PE,47100_CE,47100_PE,47200_CE,47200_PE,47300_CE,47300_PE,47400_CE,47400_PE,47500_CE,47500_PE,47600_CE,47600_PE,47700_CE,47700_PE,47800_CE,47800_PE,47900_CE,47900_PE,48000_CE,48000_PE,48100_CE,48100_PE,48200_CE,48200_PE,48300_CE,48300_PE,48400_CE,48400_PE,48500_CE,48500_PE,48600_CE,48600_PE,48700_CE,48700_PE,48800_CE,48800_PE,48900_CE,48900_PE,49000_CE,49000_PE,49100_CE,49100_PE,49200_CE,49200_PE,49300_CE,49300_PE
1702612620,11685.0,713055.0,83205.0,1884765.0,24885.0,664755.0,22800.0,654660.0,35160.0,667905.0,57915.0,633495.0,505875.0,2070615.0,154680.0,810720.0,148965.0,843660.0,117690.0,925290.0,207990.0,979260.0,824955.0,2520825.0,350655.0,1152510.0,797415.0,1581765.0,1759605.0,1826445.0,1879305.0,1754670.0,3935775.0,2062320.0,1262685.0,516630.0,1454415.0,300615.0,806685.0,178725.0,737955.0,105405.0,1771425.0,171000.0,767355.0,21525.0,759495.0,14580.0,1014555.0,7935.0,701760.0,9180.0,1787760.0,23115.0,421770.0,1380.0,897120.0,1575.0,521655.0,660.0
1702612680,11685.0,713055.0,83205.0,1884765.0,24885.0,664755.0,22800.0,654660.0,35160.0,667905.0,57915.0,633495.0,505875.0,2070615.0,154680.0,810720.0,148965.0,843660.0,117690.0,925290.0,207990.0,979260.0,824955.0,2520825.0,350655.0,1152510.0,797415.0,1581765.0,1759605.0,1826445.0,1879305.0,1754670.0,3935775.0,2062320.0,1262685.0,516630.0,1454415.0,300615.0,806685.0,178725.0,737955.0,105405.0,1771425.0,171000.0,767355.0,21525.0,759495.0,14580.0,1014555.0,7935.0,701760.0,9180.0,1787760.0,23115.0,421770.0,1380.0,897120.0,1575.0,521655.0,660.0
1702612740,11685.0,838080.0,82080.0,1864665.0,24885.0,674220.0,22380.0,669210.0,34095.0,684195.0,57915.0,656340.0,506805.0,2089530.0,155340.0,837450.0,149760.0,886500.0,120465.0,981015.0,210570.0,1000395.0,840720.0,2645625.0,364995.0,1179345.0,843180.0,1676445.0,1919700.0,1983390.0,1970070.0,1811430.0,4050015.0,2072625.0,1291605.0,549405.0,1476165.0,324825.0,853455.0,177960.0,741420.0,101130.0,1878285.0,169305.0,796470.0,21690.0,754605.0,14355.0,992205.0,7995.0,700305.0,9180.0,1795035.0,23805.0,431385.0,1380.0,966045.0,1575.0,538485.0,660.0
1702612800,11685.0,838080.0,82080.0,1864665.0,25035.0,674220.0,22380.0,669210.0,34095.0,684195.0,57930.0,656340.0,506805.0,2089530.0,155340.0,837450.0,149760.0,886500.0,120465.0,981015.0,210570.0,1000395.0,840720.0,2645625.0,364995.0,1179345.0,843180.0,1676445.0,1919700.0,1983390.0,1970070.0,1811430.0,4050015.0,2072625.0,1291605.0,549405.0,1476165.0,324825.0,853455.0,177960.0,741420.0,101130.0,1878285.0,169305.0,796470.0,21690.0,754605.0,14355.0,992205.0,7995.0,700305.0,9270.0,1795035.0,23805.0,431385.0,1380.0,966045.0,1575.0,538485.0,660.0
1702612860,11670.0,838080.0,82080.0,1864665.0,25035.0,674220.0,22380.0,669210.0,34095.0,684195.0,57930.0,656340.0,506805.0,2089530.0,155340.0,837450.0,149760.0,886500.0,120465.0,981015.0,210570.0,1000395.0,840720.0,2645625.0,364995.0,1179345.0,843180.0,1676445.0,1919700.0,1983390.0,1970070.0,1811430.0,4050015.0,2072625.0,1291605.0,549405.0,1476165.0,324825.0,853455.0,177960.0,741420.0,101130.0,1878285.0,169305.0,796470.0,21690.0,754605.0,14355.0,992205.0,7995.0,700305.0,9270.0,1795035.0,23805.0,431385.0,1380.0,966045.0,1575.0,538485.0,660.0
1702612920,11670.0,883485.0,81960.0,1814715.0,25035.0,679245.0,22470.0,712230.0,34125.0,689685.0,57585.0,696750.0,497430.0,2080725.0,153600.0,847980.0,148560.0,880965.0,119895.0,1018065.0,211275.0,1038960.0,868350.0,2678025.0,373755.0,1234740.0,903060.0,1750020.0,2004015.0,2012355.0,1999740.0,1802715.0,4084200.0,2058285.0,1242195.0,582690.0,1497945.0,313950.0,875595.0,174270.0,757785.0,99900.0,1964505.0,162570.0,840240.0,22275.0,763500.0,14940.0,992160.0,8310.0,651780.0,9465.0,1773795.0,23730.0,440460.0,1380.0,969240.0,1575.0,567930.0,660.0
1702612980,11670.0,883485.0,81960.0,1814715.0,25035.0,679245.0,22470.0,712230.0,34125.0,689685.0,57585.0,696750.0,497430.0,2080725.0,153600.0,847980.0,148560.0,880965.0,119895.0,1018065.0,211275.0,1038960.0,868350.0,2678025.0,373755.0,1234740.0,903060.0,1750020.0,2004015.0,2012355.0,1999740.0,1802715.0,4084200.0,2058285.0,1242195.0,582690.0,1497945.0,313950.0,875595.0,174270.0,757785.0,99900.0,1964505.0,162570.0,840240.0,22275.0,763500.0,14940.0,992160.0,8310.0,651780.0,9465.0,1773795.0,23730.0,440460.0,1380.0,969240.0,1575.0,567930.0,660.0
1702613040,11670.0,883485.0,81960.0,1814715.0,25035.0,679245.0,22470.0,712230.0,34125.0,689685.0,57585.0,696750.0,497430.0,2080725.0,153600.0,847980.0,148560.0,880965.0,119895.0,1018065.0,211275.0,1038960.0,868350.0,2678025.0,373755.0,1234740.0,903060.0,1750020.0,2004015.0,2012355.0,1999740.0,1802715.0,4084200.0,2058285.0,1242195.0,582690.0,1497945.0,313950.0,875595.0,174270.0,757785.0,99900.0,1964505.0,162570.0,840240.0,22275.0,763500.0,14940.0,992160.0,8310.0,651780.0,9465.0,1773795.0,23730.0,440460.0,1380.0,969240.0,1575.0,567930.0,660.0
1702613100,11670.0,882840.0,82440.0,1767015.0,25005.0,689880.0,22425.0,708945.0,34050.0,689325.0,57480.0,698640.0,493080.0,2065725.0,151680.0,863160.0,149430.0,885735.0,121260.0,1034220.0,220905.0,1037505.0,895110.0,2629110.0,389115.0,1250505.0,938430.0,1734870.0,2061375.0,2098350.0,1995840.0,1803615.0,4160250.0,2054535.0,1231755.0,570600.0,1537935.0,315525.0,907875.0,175275.0,746280.0,100950.0,1993455.0,163710.0,864225.0,22605.0,780120.0,14715.0,1008615.0,8460.0,660570.0,9885.0,1770495.0,23445.0,432270.0,1380.0,980040.0,1575.0,611640.0,660.0
1702613160,11670.0,882840.0,82440.0,1767015.0,25005.0,689880.0,22425.0,708945.0,34050.0,689325.0,57480.0,698640.0,493080.0,2065725.0,151680.0,863160.0,149430.0,885735.0,121260.0,1034220.0,220905.0,1037505.0,895110.0,2629110.0,389115.0,1250505.0,938430.0,1734870.0,2061375.0,2098350.0,1995840.0,1803615.0,4160250.0,2054535.0,1231755.0,570600.0,1537935.0,315525.0,907875.0,175275.0,746280.0,100950.0,1993455.0,163710.0,864225.0,22605.0,780120.0,14715.0,1008615.0,8460.0,660570.0,9885.0,1770495.0,23445.0,432270.0,1365.0,980040.0,1590.0,611640.0,660.0
1702613220,11670.0,882840.0,82440.0,1767015.0,25005.0,689880.0,22425.0,708945.0,34050.0,689325.0,57480.0,698640.0,493080.0,2065725.0,151680.0,863160.0,149430.0,885735.0,121260.0,1034220.0,220905.0,1037505.0,895110.0,2629110.0,389115.0,1250505.0,938430.0,1734870.0,2061375.0,2098350.0,1995840.0,1803615.0,4160250.0,2054535.0,1231755.0,570600.0,1537935.0,315525.0,907875.0,175275.0,746280.0,100950.0,1993455.0,163710.0,864225.0,22605.0,780120.0,14715.0,1008615.0,8460.0,660570.0,9885.0,1770495.0,23445.0,432270.0,1365.0,980040.0,1590.0,611640.0,660.0
1702613280,11640.0,889905.0,82380.0,1760595.0,25125.0,688530.0,22695.0,734625.0,34215.0,680895.0,58650.0,677805.0,494670.0,2030880.0,150120.0,850755.0,149040.0,879900.0,123330.0,1045410.0,228570.0,996345.0,908280.0,2681445.0,418635.0,1236420.0,1065135.0,1870485.0,2210925.0,2146650.0,2059725.0,1807155.0,4115280.0,1929435.0,1215300.0,532020.0,1554900.0,277320.0,915135.0,155925.0,729030.0,100095.0,1897995.0,163365.0,861030.0,23070.0,791970.0,14715.0,1027755.0,8895.0,628365.0,10635.0,1797045.0,22995.0,414645.0,1365.0,982185.0,1590.0,627675.0,660.0
1702613340,11640.0,889905.0,82380.0,1760595.0,25125.0,688530.0,22695.0,734625.0,34215.0,680895.0,58650.0,677805.0,494670.0,2030880.0,150120.0,850755.0,149040.0,879900.0,123330.0,1045410.0,228570.0,996345.0,908280.0,2681445.0,418635.0,1236420.0,1065135.0,1870485.0,2210925.0,2146650.0,2059725.0,1807155.0,4115280.0,1929435.0,1215300.0,532020.0,1554900.0,277320.0,915135.0,155925.0,729030.0,100095.0,1897995.0,163365.0,861030.0,23070.0,791970.0,11415.0,1027755.0,8895.0,628365.0,10635.0,1797045.0,22995.0,414645.0,1365.0,982185.0,1590.0,627675.0,660.0
1702613400,11595.0,889905.0,82380.0,1760595.0,25125.0,688530.0,22695.0,734625.0,34215.0,680895.0,58650.0,677805.0,494670.0,2030880.0,150120.0,850755.0,149040.0,879900.0,123330.0,1045410.0,228570.0,996345.0,908280.0,2681445.0,418635.0,1236420.0,1065135.0,1870485.0,2210925.0,2146650.0,2059725.0,1807155.0,4115280.0,1929435.0,1215300.0,532020.0,1554900.0,277320.0,915135.0,155925.0,729030.0,100095.0,1897995.0,163365.0,861030.0,23070.0,791970.0,11415.0,1027755.0,8895.0,628365.0,10635.0,1797045.0,22995.0,414645.0,1380.0,982185.0,1590.0,627675.0,660.0
1702613460,11595.0,892290.0,82545.0,1729680.0,25125.0,695055.0,22680.0,716325.0,33720.0,672825.0,58560.0,692910.0,497025.0,2017695.0,150000.0,856140.0,149970.0,915465.0,124335.0,1041720.0,231180.0,1007715.0,923745.0,2744115.0,438540.0,1253175.0,1238685.0,1932900.0,2310765.0,2157975.0,2130840.0,1834770.0,4124955.0,1849725.0,1245225.0,504435.0,1614615.0,257040.0,946605.0,150105.0,782715.0,98100.0,1941915.0,194865.0,861780.0,23220.0,767295.0,11460.0,886530.0,9120.0,637845.0,10245.0,1844385.0,22620.0,427395.0,1380.0,1001700.0,1590.0,614385.0,660.0
1702613520,11595.0,892290.0,82545.0,1729680.0,25125.0,695055.0,22680.0,716325.0,33720.0,672825.0,58560.0,692910.0,497025.0,2017695.0,150000.0,856140.0,149970.0,915465.0,124335.0,1041720.0,231180.0,1007715.0,923745.0,2744115.0,438540.0,1253175.0,1238685.0,1932900.0,2310765.0,2157975.0,2130840.0,1834770.0,4124955.0,1849725.0,1245225.0,504435.0,1614615.0,257040.0,946605.0,150105.0,782715.0,98100.0,1941915.0,194865.0,861780.0,23220.0,767295.0,11460.0,886530.0,9120.0,637845.0,10245.0,1844385.0,22620.0,427395.0,1380.0,1001700.0,1590.0,614385.0,660.0
1702613580,11595.0,892290.0,82545.0,1729680.0,25125.0,695055.0,22650.0,716325.0,33720.0,672825.0,58560.0,692910.0,497025.0,2017695.0,150000.0,856140.0,149970.0,915465.0,124335.0,1041720.0,231180.0,1007715.0,923745.0,2744115.0,438540.0,1253175.0,1238685.0,1932900.0,2310765.0,2157975.0,2130840.0,1834770.0,4124955.0,1849725.0,1245225.0,504435.0,1614615.0,257040.0,946605.0,150105.0,782715.0,98100.0,1941915.0,194865.0,861780.0,23220.0,767295.0,11460.0,886530.0,9120.0,637845.0,10245.0,1844385.0,22620.0,427395.0,1380.0,1001700.0,1590.0,614385.0,660.0
1702613640,11595.0,898320.0,82605.0,1755735.0,25125.0,694590.0,22650.0,723165.0,33675.0,683940.0,58485.0,698745.0,499500.0,2028660.0,149940.0,867315.0,151230.0,936285.0,123555.0,1065720.0,232545.0,1021185.0,932025.0,2778570.0,452550.0,1265640.0,1367925.0,2048940.0,2393490.0,2270115.0,2188005.0,1867140.0,4151175.0,1822800.0,1259145.0,476190.0,1688355.0,242085.0,963900.0,146220.0,818055.0,96975.0,1986225.0,164700.0,872820.0,23205.0,779040.0,11055.0,866535.0,9090.0,637935.0,10035.0,1839810.0,22665.0,432150.0,1380.0,1018800.0,1590.0,692790.0,660.0
1702613700,11595.0,898320.0,82605.0,1755735.0,25125.0,694590.0,22650.0,723165.0,33675.0,683940.0,58485.0,698745.0,499500.0,2028660.0,149940.0,867315.0,151230.0,936285.0,123555.0,1065720.0,232545.0,1021185.0,932025.0,2778570.0,452550.0,1265640.0,1367925.0,2048940.0,2393490.0,2270115.0,2188005.0,1867140.0,4151175.0,1822800.0,1259145.0,476190.0,1688355.0,242085.0,963900.0,146220.0,818055.0,96975.0,1986225.0,164700.0,872820.0,23205.0,779040.0,11055.0,866535.0,9090.0,637935.0,10035.0,1839810.0,22665.0,432150.0,1380.0,1018800.0,1590.0,692790.0,660.0
1702613760,11595.0,898320.0,82605.0,1755735.0,25125.0,694590.0,22650.0,723165.0,33720.0,683940.0,58485.0,698745.0,499500.0,2028660.0,149940.0,867315.0,151230.0,936285.0,123555.0,1065720.0,232545.0,1021185.0,932025.0,2778570.0,452550.0,1265640.0,1367925.0,2048940.0,2393490.0,2270115.0,2188005.0,1867140.0,4151175.0,1822800.0,1259145.0,476190.0,1688355.0,242085.0,963900.0,146220.0,818055.0,96975.0,1986225.0,164700.0,872820.0,23205.0,779040.0,11055.0,866535.0,9090.0,637935.0,10035.0,1839810.0,22665.0,432150.0,1350.0,1018800.0,1590.0,692790.0,660.0
1702613820,11595.0,914055.0,82485.0,1749000.0,25125.0,694065.0,22650.0,724845.0,33720.0,678915.0,58545.0,700170.0,501735.0,2034030.0,150225.0,872535.0,151290.0,922605.0,124140.0,1073910.0,232305.0,998160.0,932025.0,2787855.0,459060.0,1270740.0,1418670.0,2029125.0,2441115.0,2260035.0,2210670.0,1859820.0,4154250.0,1836465.0,1253250.0,473430.0,1702890.0,237285.0,980685.0,146250.0,858135.0,96780.0,2016270.0,162510.0,883845.0,23205.0,789810.0,10650.0,850110.0,9075.0,638310.0,10035.0,1848795.0,21990.0,439665.0,1350.0,1028430.0,1590.0,707700.0,660.0
1702613880,11595.0,914055.0,82485.0,1749000.0,25140.0,694065.0,22680.0,724845.0,33735.0,678915.0,58545.0,700170.0,501735.0,2034030.0,150225.0,872535.0,151290.0,922605.0,124140.0,1073910.0,232305.0,998160.0,932025.0,2787855.0,459060.0,1270740.0,1418670.0,2029125.0,2441115.0,2260035.0,2210670.0,1859820.0,4154250.0,1836465.0,1253250.0,473430.0,1702890.0,237285.0,980685.0,146250.0,858135.0,96780.0,2016270.0,162510.0,883845.0,23160.0,789810.0,10650.0,850110.0,9075.0,638310.0,9720.0,1848795.0,21990.0,439665.0,1350.0,1028430.0,1590.0,707700.0,660.0
1702613940,11595.0,914055.0,82485.0,1749000.0,25140.0,694065.0,22680.0,724845.0,33735.0,678915.0,58545.0,700170.0,501735.0,2034030.0,150225.0,872535.0,151290.0,922605.0,124140.0,1073910.0,232305.0,998160.0,932025.0,2787855.0,459060.0,1270740.0,1418670.0,2029125.0,2441115.0,2260035.0,2210670.0,1859820.0,4154250.0,1836465.0,1253250.0,473430.0,1702890.0,237285.0,980685.0,146250.0,858135.0,96780.0,2016270.0,162510.0,883845.0,23160.0,789810.0,10650.0,850110.0,9075.0,638310.0,9720.0,1848795.0,21990.0,439665.0,1350.0,1028430.0,1590.0,707700.0,660.0
1702614000,11580.0,905745.0,82455.0,1763970.0,25140.0,693390.0,22710.0,726285.0,33735.0,680715.0,58740.0,699630.0,501600.0,2028945.0,149910.0,878910.0,151515.0,947460.0,124560.0,1079130.0,232380.0,996675.0,943455.0,2808135.0,469710.0,1278615.0,1471860.0,2095695.0,2494560.0,2282550.0,2260695.0,1874700.0,4195500.0,1822110.0,1277220.0,470295.0,1714800.0,235245.0,994470.0,149460.0,872355.0,95445.0,2035170.0,162615.0,894360.0,23265.0,795885.0,10245.0,920715.0,9075.0,607635.0,9720.0,1857570.0,22005.0,449985.0,1350.0,1012515.0,1590.0,719490.0,660.0
1702614060,11580.0,905745.0,82455.0,1763970.0,25155.0,693390.0,22710.0,726285.0,33735.0,680715.0,58740.0,699630.0,501600.0,2028945.0,149910.0,878910.0,151515.0,947460.0,124560.0,1079130.0,232380.0,996675.0,943455.0,2808135.0,469710.0,1278615.0,1471860.0,2095695.0,2494560.0,2282550.0,2260695.0,1874700.0,4195500.0,1822110.0,1277220.0,470295.0,1714800.0,235245.0,994470.0,149460.0,872355.0,95445.0,2035170.0,162615.0,894360.0,23265.0,795885.0,10245.0,920715.0,9090.0,607635.0,9690.0,1857570.0,22005.0,449985.0,1350.0,1012515.0,1590.0,719490.0,660.0
1702614120,11580.0,905745.0,82455.0,1763970.0,25155.0,693390.0,22710.0,726285.0,33735.0,680715.0,58740.0,699630.0,501600.0,2028945.0,149910.0,878910.0,151515.0,947460.0,124560.0,1079130.0,232380.0,996675.0,943455.0,2808135.0,469710.0,1278615.0,1471860.0,2095695.0,2494560.0,2282550.0,2260695.0,1874700.0,4195500.0,1822110.0,1277220.0,470295.0,1714800.0,235245.0,994470.0,149460.0,872355.0,95445.0,2035170.0,162615.0,894360.0,23265.0,795885.0,10245.0,920715.0,9090.0,607635.0,9690.0,1857570.0,22005.0,449985.0,1350.0,1012515.0,1590.0,719490.0,660.0
1702614180,11580.0,904425.0,82590.0,1772955.0,25155.0,694710.0,22710.0,733800.0,33735.0,687420.0,58740.0,703845.0,503745.0,2065800.0,149910.0,889545.0,151635.0,957180.0,124770.0,1115715.0,234195.0,1002915.0,951675.0,2822865.0,476940.0,1293930.0,1523280.0,2130870.0,2566980.0,2334015.0,2304855.0,1879275.0,4226205.0,1822485.0,1291215.0,464865.0,1724670.0,237375.0,1003470.0,153390.0,869280.0,95850.0,2056710.0,163050.0,896460.0,23400.0,813150.0,10275.0,924030.0,9045.0,598680.0,9720.0,1871895.0,22110.0,454635.0,1350.0,1020750.0,1590.0,738030.0,660.0
1702614240,11580.0,904425.0,82590.0,1772955.0,25155.0,694710.0,22740.0,733800.0,33735.0,687420.0,59340.0,703845.0,503745.0,2065800.0,149910.0,889545.0,151635.0,957180.0,124770.0,1115715.0,234195.0,1002915.0,951675.0,2822865.0,476940.0,1293930.0,1523280.0,2130870.0,2566980.0,2334015.0,2304855.0,1879275.0,4226205.0,1822485.0,1291215.0,464865.0,1724670.0,237375.0,1003470.0,153390.0,869280.0,95850.0,2056710.0,163050.0,896460.0,23400.0,813150.0,10275.0,924030.0,9045.0,598680.0,9720.0,1871895.0,22110.0,454635.0,1350.0,1020750.0,1590.0,738030.0,660.0
1702614300,11580.0,904425.0,82590.0,1772955.0,25155.0,694710.0,22740.0,733800.0,33735.0,687420.0,59340.0,703845.0,503745.0,2065800.0,149910.0,889545.0,151635.0,957180.0,124770.0,1115715.0,234195.0,1002915.0,951675.0,2822865.0,476940.0,1293930.0,1523280.0,2130870.0,2566980.0,2334015.0,2304855.0,1879275.0,4226205.0,1822485.0,1291215.0,464865.0,1724670.0,237375.0,1003470.0,153390.0,869280.0,95850.0,2056710.0,163050.0,896460.0,23400.0,813150.0,10275.0,924030.0,9045.0,598680.0,9720.0,1871895.0,22110.0,454635.0,1350.0,1020750.0,1590.0,738030.0,660.0
